cp,r,q,moneyness,days,sigma,european,american,premium,premium_pct,premium_bp,vega
call,0.02,0.02,0.85,365,0.2,2.49237772818158,2.4977165319460575,0.005338803764477262,0.2142052428133521,1.7598887903629428,30.336029149752346
call,0.02,0.02,0.85,365,0.4,9.61503016128017,9.64235286476625,0.027322703486079902,0.2841665915527621,7.137415379914504,38.28094909954251
call,0.02,0.02,0.85,730,0.2,5.152887926785059,5.182416505993526,0.029528579208466965,0.5730491256170238,5.983205622241023,49.352439265503584
call,0.02,0.02,0.85,730,0.4,15.734123065789163,15.846019912350242,0.11189684656107879,0.7111730732828514,20.64281254524518,54.20620194841272
call,0.02,0.02,1.0,30,0.2,2.2833940168539897,2.2838744143072582,0.0004803974532685551,0.021038745381773236,0.42089020738457017,11.413842490034765
call,0.02,0.02,1.0,30,0.4,4.564912170999456,4.565873237124626,0.0009610661251695518,0.021053332225647904,0.8430567819362382,11.399779300301493
call,0.02,0.02,1.0,91,0.2,3.962491758753764,3.965439053859545,0.0029472951057814,0.07437984190807122,1.4888337225133554,19.795999118061093
call,0.02,0.02,1.0,91,0.4,7.915118780490033,7.92101802345551,0.005899242965476503,0.07453132579662027,2.9911831103725115,19.722105761495264
call,0.02,0.02,1.0,365,0.2,7.807838651924229,7.837195384792049,0.02935673286782059,0.375990516409886,7.54492656639079,38.90923604027037
call,0.02,0.02,1.0,365,0.4,15.538052407777535,15.59692181136102,0.05886940358348447,0.3788724740947426,15.358590084339077,38.32995298410413
call,0.02,0.02,1.0,730,0.2,10.805318200664281,10.89860508413193,0.09328688346764835,0.863342307327084,17.38242022191391,53.66737328674297
call,0.02,0.02,1.0,730,0.4,21.397029578530585,21.58445605222094,0.1874264736903548,0.8759462289027975,35.987313663598684,52.08126270340024
call,0.02,0.02,1.15,30,0.2,13.035012560051527,13.049457858843304,0.014445298791777361,0.11081921651573966,264.73064505033216,0.5456602422825259
call,0.02,0.02,1.15,30,0.4,13.597694172615078,13.604414546097708,0.006720373482629327,0.04942289036154194,13.285749114085133,5.058332371717451
call,0.02,0.02,1.15,91,0.2,13.318412518242411,13.34522621345791,0.026813695215498257,0.20132801246973822,38.67727314811583,6.932674677662608
call,0.02,0.02,1.15,91,0.4,15.620011962385568,15.639154602842183,0.0191426404566144,0.12255202174436004,13.296256981164785,14.397014500946762
