days,cp,moneyness,t0,annual,ndiv,exdate_inside,reference,scalar_bp,matched_bp,schedule_bp
60,put,1.1,0.1,0.02,1,true,1.1936290449343172,42.054266296429944,15.352546527123629,0.15014065543417357
60,put,1.1,0.1,0.04,1,true,1.298039183912345,85.03545952290139,27.15970171044697,0.05732403469694717
60,put,1.1,0.2,0.02,0,false,1.0960197850515796,51.54799623856521,0.233058923812002,0.233058923812002
60,put,1.1,0.2,0.04,0,false,1.0960197850515796,105.69378297492874,0.233058923812002,0.233058923812002
91,call,0.9,0.02,0.02,1,true,2.02556227664818,0.7605884422077623,1.1163204776135367,0.03154197646782296
91,call,0.9,0.02,0.04,1,true,1.901066764391583,0.06793979912086148,0.9546133527385916,0.05015128435501136
91,call,0.9,0.1,0.02,1,true,2.0330458461243364,5.418493306295249,5.517427263893862,0.003124164374362744
91,call,0.9,0.1,0.04,1,true,1.915787561536778,9.363546098598553,9.912818010184111,0.009632969155369221
91,call,0.9,0.2,0.02,1,true,2.0540522082478163,18.49133247028614,18.27043564440267,0.09237276419642228
91,call,0.9,0.2,0.04,1,true,1.9829001181832202,52.34952810124859,52.30915160003271,0.3166605667561795
91,call,1.0,0.02,0.02,1,true,5.783459192071518,0.5099659715802469,1.1179893453719567,0.0076645974426058795
91,call,1.0,0.02,0.04,1,true,5.518510842287529,4.270054076908859,2.6403275933824033,0.005844129205766997
91,call,1.0,0.1,0.02,1,true,5.793217984452002,5.461021942216082,5.63013116593966,0.021869647535610614
91,call,1.0,0.1,0.04,1,true,5.544980869304174,9.18460138119984,10.060123033819496,0.19054084061215493
91,call,1.0,0.2,0.02,1,true,5.864657845291474,41.70535315416093,41.32774440070982,0.32575055751902304
91,call,1.0,0.2,0.04,1,true,5.762889112002479,119.94389057577776,119.87950359867129,0.6773637812893729
91,call,1.1,0.02,0.02,1,true,11.328336521452146,0.06935975557688198,1.1235048245997221,0.024262840572964187
91,call,1.1,0.02,0.04,1,true,10.94085834209245,21.230059003153812,18.450906600094672,0.06748247901257126
91,call,1.1,0.1,0.02,1,true,11.336306733809167,5.412550916331464,5.744340860339874,0.05802278983631751
91,call,1.1,0.1,0.04,1,true,11.03075825160099,39.218889157009556,40.71283785227406,0.8463130003699019
91,call,1.1,0.2,0.02,1,true,11.496350758319071,115.50159393846265,114.76067758941822,1.0755337268422955
91,call,1.1,0.2,0.04,1,true,11.417013048762323,299.00308162825763,298.89315982361387,2.066463703075433
91,put,0.9,0.02,0.02,1,true,12.816229474946134,91.50325455309542,90.80795949795043,0.29798330632708303
