days,cp,moneyness,t0,annual,ndiv,exdate_inside,reference,scalar_bp,matched_bp,schedule_bp
365,put,1.0,0.2,0.02,4,true,10.15515418135667,15.695265960457649,17.943954083403618,0.056400397535752905
365,put,1.0,0.2,0.04,4,true,11.024405452212063,61.780587171251106,62.95886368918462,0.06237863169869257
365,put,1.1,0.02,0.02,4,true,6.073633260316244,36.135385251787106,36.98596237759068,0.03724214499005996
365,put,1.1,0.02,0.04,4,true,6.759450674628939,84.99882393604152,83.63427382910943,0.09059358636291859
365,put,1.1,0.1,0.02,4,true,6.059414340660638,31.90275748584619,33.223966727396714,0.043763594337625465
365,put,1.1,0.1,0.04,4,true,6.745722821396935,80.98734495122902,80.6641134302518,0.06987904707295195
365,put,1.1,0.2,0.02,4,true,6.028198235882637,22.607287300803833,24.51450975934182,0.020660216356565633
365,put,1.1,0.2,0.04,4,true,6.707691578765155,69.860191964586,70.83272497051681,0.10168593761443531
730,call,0.9,0.02,0.02,8,true,12.851724782838613,54.409358549271936,48.74755394519451,0.30832674699964474
730,call,0.9,0.02,0.04,8,true,11.20981256678025,64.82229592443458,67.30925952009383,0.6891026225163565
730,call,0.9,0.1,0.02,8,true,12.881151879048993,59.830840257393056,53.01765988718197,0.18300543402858968
730,call,0.9,0.1,0.04,8,true,11.31720340171734,85.47169051824315,86.06115977226179,1.1312524523024066
730,call,0.9,0.2,0.02,8,true,12.984892184947839,78.95431848884418,70.70655128442957,1.3361662959377596
730,call,0.9,0.2,0.04,8,true,11.520770331536736,124.6040228018015,122.82855421567145,2.0342659663148885
730,call,1.0,0.02,0.02,8,true,17.04399499977667,56.692631701136264,49.64244436785048,0.34964646079260253
730,call,1.0,0.02,0.04,8,true,15.019486974981788,46.671645652013,49.59982837202722,1.2945784908693516
730,call,1.0,0.1,0.02,8,true,17.07479319271778,62.63114737164283,54.14599445759031,0.22679243139684058
730,call,1.0,0.1,0.04,8,true,15.16038531107683,74.25557359004569,74.94975933224399,1.6123921918820145
730,call,1.0,0.2,0.02,8,true,17.21261991755608,89.21134457402819,78.93766087614091,1.7781433298975855
730,call,1.0,0.2,0.04,8,true,15.402189678472155,121.58458343525686,119.49393842972589,2.29412812254151
730,call,1.1,0.02,0.02,8,true,21.299225132442203,58.50565450846149,49.72693379875313,0.3966914814362305
730,call,1.1,0.02,0.04,8,true,18.967248676024138,21.656685800959185,25.06197953794042,1.7194373911101928
730,call,1.1,0.1,0.02,8,true,21.329873597180395,65.05064104095997,54.483313648443925,0.276676871512845
730,call,1.1,0.1,0.04,8,true,19.14023338885519,58.22612959456202,59.03368222044901,1.878429128548359
730,call,1.1,0.2,0.02,8,true,21.501954788776093,101.78912560906875,88.9916228938129,2.387830646689406
730,call,1.1,0.2,0.04,8,true,19.41678336195827,116.6927775385701,114.26009260689165,2.684964712982754
730,put,0.9,0.02,0.02,8,true,20.238854141028973,36.467349380449726,40.375582857949794,0.8160081224740641
730,put,0.9,0.02,0.04,8,true,22.048417677907395,111.49569092003331,108.93438699856259,0.9767403888168691
730,put,0.9,0.1,0.02,8,true,20.17414183456718,24.5268491244094,29.227308342821548,0.6972521358016325
730,put,0.9,0.1,0.04,8,true,21.931133840275926,88.88688769525041,88.28049240593016,0.6245311326573582
730,put,0.9,0.2,0.02,8,true,20.084716608780376,8.031131235291552,13.717612235864761,0.5881369753719093
730,put,0.9,0.2,0.04,8,true,21.767855659621492,57.43802880371964,59.26224340134758,0.5552651697570891
730,put,1.0,0.02,0.02,8,true,13.770384518963212,41.976561693926335,45.514482316759626,0.49329424143288114
730,put,1.0,0.02,0.04,8,true,15.397806482692232,120.76267512972485,118.53416580767126,0.729723746855878
730,put,1.0,0.1,0.02,8,true,13.727065141433863,33.61995349865242,37.87538222509943,0.32641299527875967
730,put,1.0,0.1,0.04,8,true,15.323421587338457,106.1807233887631,105.65296152804925,0.3490159331507483
730,put,1.0,0.2,0.02,8,true,13.663775333990289,21.41198324783605,26.56080353458439,0.3182723466216593
730,put,1.0,0.2,0.04,8,true,15.21285676128061,84.51628627864,86.1041767974789,0.28295918135713827
730,put,1.1,0.02,0.02,8,true,9.41140286190352,46.74694781652872,49.94631063182887,0.32929482348546596
730,put,1.1,0.02,0.04,8,true,10.808326710999301,129.30137134806333,127.33493179933895,0.6458984858128642
730,put,1.1,0.1,0.02,8,true,9.384036927650314,40.907611484987406,44.756359170904716,0.17215611415292886
730,put,1.1,0.1,0.04,8,true,10.768398974494872,120.86435960372732,120.3985886826795,0.2906073243336908
730,put,1.1,0.2,0.02,8,true,9.340935671904422,31.709071797378428,36.36631356215871,0.1621520243470656
730,put,1.1,0.2,0.04,8,true,10.703038608026276,107.05109220262716,108.45239865626719,0.25586606302680154
