cp,days,divfrac,tfrac,moneyness,lattice,fd,absdiff,volbp
put,91,0.01,0.6,1.1,1.9907265939130996,1.9906599996606862,6.659425241339889e-5,0.044784283172425395
put,91,0.01,0.85,0.9,13.033587697481952,13.033538038108823,4.96593731291739e-5,0.0318078610116117
put,91,0.01,0.85,1.0,5.609150274066328,5.609065874241028,8.439982530017431e-5,0.04289905616751318
put,91,0.01,0.85,1.1,1.9944608534683856,1.9944030575596836,5.7795908702029664e-5,0.03887169569773495
put,91,0.02,0.25,0.9,14.003354712572758,14.003356135327298,1.4227545399592145e-6,0.0009702273246665811
put,91,0.02,0.25,1.0,6.133338262793442,6.13325266602272,8.559677072206284e-5,0.04384567278531935
put,91,0.02,0.25,1.1,2.2292319896013852,2.2291690220767695,6.29675246157646e-5,0.04061101404154093
put,91,0.02,0.6,0.9,13.93371809474475,13.933710662091059,7.432653690742086e-6,0.0050662894415490455
put,91,0.02,0.6,1.0,6.156370942127172,6.156298955759784,7.198636738792175e-5,0.03687128129073158
put,91,0.02,0.6,1.1,2.2590635781292816,2.259013417256519,5.016087276255021e-5,0.032360193352968525
put,91,0.02,0.85,0.9,13.827810982928286,13.827769464826002,4.1518102284143765e-5,0.028290659808018936
put,91,0.02,0.85,1.0,6.142459264439955,6.142393317140235,6.594729971975966e-5,0.03377634922014361
put,91,0.02,0.85,1.1,2.272683979951325,2.272648223432253,3.5756519072283055e-5,0.023072036539975953
put,182,0.005,0.25,0.9,14.220786956200168,14.220768537870697,1.841832947135913e-5,0.007006564613126579
put,182,0.005,0.25,1.0,7.253393907401195,7.253264867416195,0.00012903998500046754,0.04674164865155182
put,182,0.005,0.25,1.1,3.430277853248894,3.430145269306136,0.00013258394275794672,0.058676428912182436
put,182,0.005,0.6,0.9,14.127567730744712,14.12755270779542,1.5022949291676468e-5,0.0057143602600775705
put,182,0.005,0.6,1.0,7.241104931090147,7.2409806917665565,0.00012423932359073575,0.045002540826284326
put,182,0.005,0.6,1.1,3.4367749760564976,3.436648262990429,0.00012671306606870658,0.05608273778863792
put,182,0.005,0.85,0.9,14.038010102633379,14.037977680994146,3.242163923289354e-5,0.012331537640402755
put,182,0.005,0.85,1.0,7.191786350856324,7.191662136844475,0.00012421401184870007,0.044993243207487786
put,182,0.005,0.85,1.1,3.4221252160488462,3.422006971513769,0.00011824453507713883,0.05233759800537276
put,182,0.01,0.25,0.9,14.567420942246176,14.567406257466548,1.4684779628737488e-5,0.005667408969593304
put,182,0.01,0.25,1.0,7.4885569455793854,7.488432400649062,0.00012454493032354463,0.0451544821863748
put,182,0.01,0.25,1.1,3.5717279986147794,3.571599881177484,0.0001281174372955718,0.05606200258221194
put,182,0.01,0.6,0.9,14.464605325028586,14.464576560403726,2.8764624859789478e-5,0.01109906954121602
put,182,0.01,0.6,1.0,7.486044283473629,7.485927561668785,0.00011672180484456618,0.04231743898797593
put,182,0.01,0.6,1.1,3.588990261197438,3.588872506057854,0.00011775513958367512,0.051535540056006676
put,182,0.01,0.85,0.9,14.303708080694122,14.303650503889903,5.757680421858424e-5,0.022213248380016516
put,182,0.01,0.85,1.0,7.428996880620332,7.428874805731756,0.00012207488857551851,0.04425766292410109
put,182,0.01,0.85,1.1,3.57935966479915,3.579252716124325,0.0001069486748250803,0.04681119008544803
put,182,0.02,0.25,0.9,15.275486738715355,15.27548070753728,6.031178074294985e-6,0.0024009697626479623
put,182,0.02,0.25,1.0,7.975196731233186,7.97508230622511,0.00011442500807667955,0.04164280156812378
put,182,0.02,0.25,1.1,3.8685546358789846,3.86843677728428,0.00011785859470458959,0.05050918636381498
put,182,0.02,0.6,0.9,15.175493005430843,15.175479147735413,1.385769543027493e-5,0.00551416082509958
put,182,0.02,0.6,1.0,7.992228390962715,7.992131707722535,9.668324018008434e-5,0.035183527585160655
put,182,0.02,0.6,1.1,3.908030633239863,3.9079326476751435,9.7985564719405e-5,0.04200393325662599
put,182,0.02,0.85,0.9,15.004311517862478,15.00424127854374,7.023931873817446e-5,0.027940206185950264
put,182,0.02,0.85,1.0,7.943713985446447,7.943615541211142,9.844423530491753e-5,0.03582256997581946
put,182,0.02,0.85,1.1,3.9109675459672433,3.9108869205525942,8.062541464903816e-5,0.03456879630071971
put,365,0.005,0.25,0.9,16.300396355333362,16.300396808904136,4.5357077382846e-7,0.00011496697145758393
put,365,0.005,0.25,1.0,9.681704116725431,9.681556972731313,0.00014714399411808188,0.03839301728982255
put,365,0.005,0.25,1.1,5.633007288834316,5.632821100698396,0.00018618813591952943,0.056340028595729785
put,365,0.005,0.6,0.9,16.193643694622452,16.19364597557788,2.280955428091147e-6,0.0005780998819668635
put,365,0.005,0.6,1.0,9.64469140238402,9.644557336514996,0.00013406586902320328,0.0349805271689544
put,365,0.005,0.6,1.1,5.6292980779962765,5.629123918230968,0.0001741597653088789,0.052704515229981076
put,365,0.005,0.85,0.9,16.119841779538596,16.119828831369276,1.2948169320736724e-5,0.00328144300342172
put,365,0.005,0.85,1.0,9.585818803969486,9.585674964496382,0.00014383947310392386,0.03753056529452527
put,365,0.005,0.85,1.1,5.594527624671368,5.594354346233205,0.0001732784381633934,0.05244078523510889
put,365,0.01,0.25,0.9,16.608511156709213,16.608516657629995,5.50092078199782e-6,0.001404294192039604
put,365,0.01,0.25,1.0,9.906785004099568,9.90664473890344,0.00014026519612819754,0.03661369146491265
put,365,0.01,0.25,1.1,5.789259948028284,5.789079850580016,0.00018009744826752438,0.054190527528988154
put,365,0.01,0.6,0.9,16.439217689593015,16.43923392463372,1.623504070380477e-5,0.004143696779096574
put,365,0.01,0.6,1.0,9.866459361137103,9.866335201376769,0.0001241597603343081,0.03240913707523731
put,365,0.01,0.6,1.1,5.797069177233023,5.796905625087562,0.00016355214546148744,0.04921964356978761
put,365,0.01,0.85,0.9,16.282555459258113,16.282547667715885,7.791542227408854e-6,0.001988364005246639
put,365,0.01,0.85,1.0,9.761309137060842,9.761175843366521,0.00013329369432035776,0.03479295674680002
put,365,0.01,0.85,1.1,5.747136666133537,5.746981010878568,0.00015565525496885613,0.04684820195822862
put,365,0.02,0.25,0.9,17.23676423566544,17.23678470942168,2.0473756240591e-5,0.005307314854831742
