case,cp,S,K,r,q,sigma,T,american,european,diff,diff_bp
q=0 call,call,100.0,86.95652173913044,0.05,0.0,0.6,1.0,31.219515963695606,31.21951617740269,-2.1370708225276758e-7,6.477074532258183e-5
q=0 call,call,100.0,86.95652173913044,0.08,0.0,0.6,1.0,32.48193522540288,32.48193542217911,-1.9677623441793912e-7,6.158254376403985e-5
q=0 call,call,100.0,86.95652173913044,0.0,0.0,0.15,2.0,16.06267599562827,16.062676033479114,-3.785084601304334e-8,8.988778231799086e-6
q=0 call,call,100.0,86.95652173913044,0.02,0.0,0.15,2.0,18.58814296713562,18.58814297552169,-8.38607050468454e-9,2.3417681798598007e-6
q=0 call,call,100.0,86.95652173913044,0.05,0.0,0.15,2.0,22.52980235366276,22.52980232540544,2.825731826305855e-8,1.0754984136588578e-5
q=0 call,call,100.0,86.95652173913044,0.08,0.0,0.15,2.0,26.54845622685024,26.548456177777936,4.907230533035545e-8,2.7577334716093886e-5
q=0 call,call,100.0,86.95652173913044,0.0,0.0,0.3,2.0,23.055897552449217,23.05589771172928,-1.592800629168778e-7,3.269049365805409e-5
q=0 call,call,100.0,86.95652173913044,0.02,0.0,0.3,2.0,24.982862190455073,24.982862325806003,-1.353509304635736e-7,2.936471582088947e-5
q=0 call,call,100.0,86.95652173913044,0.05,0.0,0.3,2.0,27.95452343172287,27.954523526906264,-9.518339538772125e-8,2.282026773327241e-5
q=0 call,call,100.0,86.95652173913044,0.08,0.0,0.3,2.0,30.995735471882313,30.995735525191783,-5.330947061565894e-8,1.4409363182910128e-5
q=0 call,call,100.0,86.95652173913044,0.0,0.0,0.6,2.0,37.63181534959068,37.63181567588615,-3.2629547064289e-7,6.878797895247809e-5
q=0 call,call,100.0,86.95652173913044,0.02,0.0,0.6,2.0,39.01840485577836,39.01840516512691,-3.0934855033137865e-7,6.712590142955239e-5
q=0 call,call,100.0,86.95652173913044,0.05,0.0,0.6,2.0,41.10861362679892,41.10861390742134,-2.8062242307669294e-7,6.385351191728542e-5
q=0 call,call,100.0,86.95652173913044,0.08,0.0,0.6,2.0,43.20500565148734,43.20500590023749,-2.487501475911813e-7,5.9650983673734515e-5
q=0 call,call,100.0,71.42857142857143,0.0,0.0,0.15,0.0821917808219178,28.571428571447,28.57142857142857,1.8431478565617e-11,NaN
q=0 call,call,100.0,71.42857142857143,0.02,0.0,0.15,0.0821917808219178,28.68874894706424,28.688748947049632,1.460875864722766e-11,NaN
q=0 call,call,100.0,71.42857142857143,0.05,0.0,0.15,0.0821917808219178,28.86436830252744,28.864368302556827,-2.9388047551037744e-11,NaN
q=0 call,call,100.0,71.42857142857143,0.08,0.0,0.15,0.0821917808219178,29.039555157462477,29.039555157475775,-1.3297807299750275e-11,NaN
q=0 call,call,100.0,71.42857142857143,0.0,0.0,0.3,0.0821917808219178,28.571504907936912,28.57150490763071,3.0620128654845757e-10,NaN
q=0 call,call,100.0,71.42857142857143,0.02,0.0,0.3,0.0821917808219178,28.688819121379897,28.688819121100238,2.7965896265413903e-10,NaN
q=0 call,call,100.0,71.42857142857143,0.05,0.0,0.3,0.0821917808219178,28.864430114882918,28.864430114635084,2.4783375351944414e-10,NaN
q=0 call,call,100.0,71.42857142857143,0.08,0.0,0.3,0.0821917808219178,29.039609563240425,29.03960956303088,2.0954615820301115e-10,NaN
q=0 call,call,100.0,71.42857142857143,0.0,0.0,0.6,0.0821917808219178,28.709775361593035,28.709775321579002,4.001403297593242e-8,0.0002814537125271644
q=0 call,call,100.0,71.42857142857143,0.02,0.0,0.6,0.0821917808219178,28.82352824979789,28.823528210069867,3.972802176122059e-8,0.0002849617737317881
q=0 call,call,100.0,71.42857142857143,0.05,0.0,0.6,0.0821917808219178,28.99394997376303,28.993949934500606,3.926242442275907e-8,0.0002900572053130707
q=0 call,call,100.0,71.42857142857143,0.08,0.0,0.6,0.0821917808219178,29.16411868357059,29.16411864475441,3.8816178715705973e-8,0.0002954101694264038
q=0 call,call,100.0,71.42857142857143,0.0,0.0,0.15,0.2493150684931507,28.57143312804496,28.571433128003164,4.179412371740909e-11,NaN
q=0 call,call,100.0,71.42857142857143,0.02,0.0,0.15,0.2493150684931507,28.92670973367632,28.92670973364166,3.466027465037769e-11,NaN
q=0 call,call,100.0,71.42857142857143,0.05,0.0,0.15,0.2493150684931507,29.456314679652955,29.45631467963281,2.014388655879884e-11,NaN
q=0 call,call,100.0,71.42857142857143,0.08,0.0,0.15,0.2493150684931507,29.98197373815917,29.98197373815303,6.139089236967266e-12,NaN
q=0 call,call,100.0,71.42857142857143,0.0,0.0,0.3,0.2493150684931507,28.625501862252474,28.625501835601398,2.6651076012740305e-8,0.00019785046533720205
q=0 call,call,100.0,71.42857142857143,0.02,0.0,0.3,0.2493150684931507,28.97568508686097,28.975685061325848,2.5535122460951243e-8,0.00020490688214279905
q=0 call,call,100.0,71.42857142857143,0.05,0.0,0.3,0.2493150684931507,29.498461374440915,29.498461350574374,2.3866540743711084e-8,0.0002156774726960231
q=0 call,call,100.0,71.42857142857143,0.08,0.0,0.3,0.2493150684931507,30.018167502669158,30.01816748044847,2.222068928858789e-8,0.0002267004109292551
q=0 call,call,100.0,71.42857142857143,0.0,0.0,0.6,0.2493150684931507,30.218703481189408,30.218703444132778,3.705662976472013e-8,4.182386527989256e-5
q=0 call,call,100.0,71.42857142857143,0.02,0.0,0.6,0.2493150684931507,30.51602033601011,30.516020296660834,3.9349277614064704e-8,4.536868082787313e-5
q=0 call,call,100.0,71.42857142857143,0.05,0.0,0.6,0.2493150684931507,30.961909518641054,30.961909476037285,4.260376940123933e-8,5.074399986355256e-5
q=0 call,call,100.0,71.42857142857143,0.08,0.0,0.6,0.2493150684931507,31.40760428497496,31.407604239294912,4.568004641214429e-8,5.624076027192847e-5
q=0 call,call,100.0,71.42857142857143,0.0,0.0,0.15,1.0,28.62605849754801,28.62605847077984,2.676816990287989e-8,9.85409869289222e-5
q=0 call,call,100.0,71.42857142857143,0.02,0.0,0.15,1.0,30.022368211336484,30.022368188986036,2.23504486029924e-8,0.00011307833347482533
q=0 call,call,100.0,71.42857142857143,0.05,0.0,0.15,1.0,32.074497920119,32.074497903955375,1.6163625105036772e-8,0.00013622311211547168
q=0 call,call,100.0,71.42857142857143,0.08,0.0,0.15,1.0,34.07312353590761,34.07312352487676,1.1030849123017106e-8,0.00016118017633155987
q=0 call,call,100.0,71.42857142857143,0.0,0.0,0.3,1.0,30.226007005387984,30.226006968493436,3.689454786126589e-8,2.075666915013565e-5
q=0 call,call,100.0,71.42857142857143,0.02,0.0,0.3,1.0,31.417562788658017,31.417562743069197,4.5588819830300054e-8,2.7979165721374528e-5
q=0 call,call,100.0,71.42857142857143,0.05,0.0,0.3,1.0,33.20041392188805,33.20041386577251,5.611553888229537e-8,3.956854494314942e-5
q=0 call,call,100.0,71.42857142857143,0.08,0.0,0.3,1.0,34.972509757713055,34.97250969408189,6.363116256125068e-8,5.206792571977225e-5
q=0 call,call,100.0,71.42857142857143,0.0,0.0,0.6,1.0,37.46997335741383,37.46997348052224,-1.2310841412954687e-7,4.4696536047608036e-5
q=0 call,call,100.0,71.42857142857143,0.02,0.0,0.6,1.0,38.33169581872365,38.33169592863498,-1.0991132626259059e-7,4.108951567263322e-5
q=0 call,call,100.0,71.42857142857143,0.05,0.0,0.6,1.0,39.62521914697784,39.625219237154575,-9.017673363587164e-8,3.529730274695711e-5
q=0 call,call,100.0,71.42857142857143,0.08,0.0,0.6,1.0,40.91826030862396,40.91826037931136,-7.068740615068236e-8,2.904244979327166e-5
q=0 call,call,100.0,71.42857142857143,0.0,0.0,0.15,2.0,29.00014735310892,29.00014729957421,5.353470911018121e-8,3.972178157411529e-5
q=0 call,call,100.0,71.42857142857143,0.02,0.0,0.15,2.0,31.63833411984556,31.638334067340352,5.250520729305208e-8,5.456245675832655e-5
q=0 call,call,100.0,71.42857142857143,0.05,0.0,0.15,2.0,35.49214489606686,35.492144852641275,4.3425586682133144e-8,7.995352227696118e-5
q=0 call,call,100.0,71.42857142857143,0.08,0.0,0.15,2.0,39.18614038184158,39.186140351001335,3.084024768895688e-8,0.00010898172790466523
q=0 call,call,100.0,71.42857142857143,0.0,0.0,0.3,2.0,32.87724487839671,32.877244906769704,-2.8372994620440295e-8,8.33476978212526e-6
q=0 call,call,100.0,71.42857142857143,0.02,0.0,0.3,2.0,34.93536663275389,34.93536663557723,-2.823341560542758e-9,9.158847716578132e-7
q=0 call,call,100.0,71.42857142857143,0.05,0.0,0.3,2.0,38.01970034844659,38.019700317690905,3.075568599797407e-8,1.1772658679243659e-5
q=0 call,call,100.0,71.42857142857143,0.08,0.0,0.3,2.0,41.0765577143606,41.07655765725172,5.710887762688799e-8,2.631542369010258e-5
q=0 call,call,100.0,71.42857142857143,0.0,0.0,0.6,2.0,44.48774048802854,44.48774071606873,-2.280401858456571e-7,5.6608455659589064e-5
q=0 call,call,100.0,71.42857142857143,0.02,0.0,0.6,2.0,45.88329722259125,45.883297427389365,-2.0479811269069614e-7,5.290327208385346e-5
q=0 call,call,100.0,71.42857142857143,0.05,0.0,0.6,2.0,47.968281464617334,47.96828163369555,-1.6907821276390678e-7,4.655687134714782e-5
q=0 call,call,100.0,71.42857142857143,0.08,0.0,0.6,2.0,50.03755074640769,50.03755087958407,-1.3317637836962604e-7,3.9285688369502514e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.0,0.15,0.0821917808219178,42.85714285714286,42.857142857142875,-1.4210854715202004e-14,NaN
r=0 put,put,100.0,142.85714285714286,0.0,0.02,0.15,0.0821917808219178,43.02139138300396,43.02139138301234,-8.384404281969182e-12,NaN
r=0 put,put,100.0,142.85714285714286,0.0,0.05,0.15,0.0821917808219178,43.267258480732366,43.26725848072243,9.9333874459262e-12,NaN
r=0 put,put,100.0,142.85714285714286,0.0,0.08,0.15,0.0821917808219178,43.512520077591375,43.51252007760897,-1.759303813742008e-11,NaN
r=0 put,put,100.0,142.85714285714286,0.0,0.0,0.3,0.0821917808219178,42.85718072716449,42.85718072696926,1.9522872207744513e-10,NaN
r=0 put,put,100.0,142.85714285714286,0.0,0.02,0.3,0.0821917808219178,43.021426052811265,43.021426052653936,1.5732837255200138e-10,NaN
r=0 put,put,100.0,142.85714285714286,0.0,0.05,0.3,0.0821917808219178,43.267288830932515,43.267288830762,1.7051604572770884e-10,NaN
r=0 put,put,100.0,142.85714285714286,0.0,0.08,0.3,0.0821917808219178,43.51254662626259,43.51254662610708,1.5550938314845553e-10,NaN
r=0 put,put,100.0,142.85714285714286,0.0,0.0,0.6,0.0821917808219178,42.99976072381256,42.999760672115144,5.1697412573048496e-8,0.0003257741320616205
r=0 put,put,100.0,142.85714285714286,0.0,0.02,0.6,0.0821917808219178,43.16020355413691,43.16020350292665,5.121026447341137e-8,0.00032944828971180406
r=0 put,put,100.0,142.85714285714286,0.0,0.05,0.6,0.0821917808219178,43.40053280792199,43.400532757420166,5.050182494414912e-8,0.0003351855985475794
r=0 put,put,100.0,142.85714285714286,0.0,0.08,0.6,0.0821917808219178,43.640455736276024,43.64045568654147,4.9734552476365934e-8,0.00034062284451771694
r=0 put,put,100.0,142.85714285714286,0.0,0.0,0.15,0.2493150684931507,42.857144524056615,42.857144524034624,2.19912976717751e-11,NaN
r=0 put,put,100.0,142.85714285714286,0.0,0.02,0.15,0.2493150684931507,43.35453307631926,43.35453307628289,3.636557721620193e-11,NaN
r=0 put,put,100.0,142.85714285714286,0.0,0.05,0.15,0.2493150684931507,44.09598132929172,44.09598132929575,-4.035882739117369e-12,NaN
r=0 put,put,100.0,142.85714285714286,0.0,0.08,0.15,0.2493150684931507,44.83190483395873,44.83190483395839,3.410605131648481e-13,NaN
r=0 put,put,100.0,142.85714285714286,0.0,0.0,0.3,0.2493150684931507,42.90857762013576,42.90857758848563,3.16501314046036e-8,0.00022698714481602611
r=0 put,put,100.0,142.85714285714286,0.0,0.02,0.3,0.2493150684931507,43.400944506491754,43.400944476362525,3.012922888956382e-8,0.00023461717132269307
r=0 put,put,100.0,142.85714285714286,0.0,0.05,0.3,0.2493150684931507,44.13569417605744,44.135694148212295,2.7845146632898832e-8,0.00024583439063469696
r=0 put,put,100.0,142.85714285714286,0.0,0.08,0.3,0.2493150684931507,44.865813731538225,44.86581370588212,2.5656106572569115e-8,0.0002574470927984863
r=0 put,put,100.0,142.85714285714286,0.0,0.0,0.6,0.2493150684931507,44.889919912518906,44.88991984712439,6.539451646858652e-8,5.642404110263883e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.02,0.6,0.2493150684931507,45.31415499311383,45.31415492491347,6.820036446697486e-8,6.018082392444626e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.05,0.6,0.2493150684931507,45.95006129243414,45.950061220282336,7.21518063073745e-8,6.588204726585172e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.08,0.6,0.2493150684931507,46.58530955264647,46.58530947679654,7.58499325570483e-8,7.171239253910964e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.0,0.15,1.0,42.90915405917522,42.90915402731679,3.185843411301903e-8,0.00011320217896375598
r=0 put,put,100.0,142.85714285714286,0.0,0.02,0.15,1.0,44.871557116093584,44.87155709027846,2.5815126036832226e-8,0.0001283508005105159
r=0 put,put,100.0,142.85714285714286,0.0,0.05,0.15,1.0,47.75202896334069,47.75202894535863,1.7982060285248735e-8,0.00015299640314765865
r=0 put,put,100.0,142.85714285714286,0.0,0.08,0.15,1.0,50.5544645498432,50.55446453802077,1.1822436363218003e-8,0.00017915873016688947
r=0 put,put,100.0,142.85714285714286,0.0,0.0,0.3,1.0,44.89947455243639,44.89947448721864,6.521774764678412e-8,2.804355398967047e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.02,0.3,1.0,46.598678988672816,46.59867891299139,7.56814273472628e-8,3.56604871014217e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.05,0.3,1.0,49.136166440949836,49.1361663530965,8.785333704963705e-8,4.78819018656885e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.08,0.3,1.0,51.65292286670943,51.65292277084109,9.586834437413927e-8,6.104449068565071e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.0,0.6,1.0,54.77204805028368,54.77204820713352,-1.5684984333574903e-7,4.105839014952583e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.02,0.6,1.0,56.00392934581155,56.003929483840565,-1.3802901577264493e-7,3.724586828794463e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.05,0.6,1.0,57.85163736242091,57.851637472438135,-1.1001722555192828e-7,3.1135655017163006e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.08,0.6,1.0,59.69694555902652,59.69694564155023,-8.25237123081024e-8,2.455564899090345e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.0,0.15,2.0,43.340240210521365,43.340240133810596,7.671076929227638e-8,4.702276661024849e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.02,0.15,2.0,47.07384332587857,47.07384325417584,7.17027290875194e-8,6.267362816615859e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.05,0.15,2.0,52.50747945840384,52.507479402262035,5.614180764723642e-8,8.931707159301252e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.08,0.15,2.0,57.69965887626594,57.699658838112626,3.8153316950229055e-8,0.0001196803568227986
r=0 put,put,100.0,142.85714285714286,0.0,0.0,0.3,2.0,48.45174114551376,48.45174116723808,-2.1724325449667958e-8,4.691515188135515e-6
r=0 put,put,100.0,142.85714285714286,0.0,0.02,0.3,2.0,51.39333706972185,51.393337056601695,1.3120157404955535e-8,3.1430017066455393e-6
r=0 put,put,100.0,142.85714285714286,0.0,0.05,0.3,2.0,55.79045589985806,55.790455842023206,5.78348533508688e-8,1.6458549924752803e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.08,0.3,2.0,60.13618230271379,60.13618221096547,9.174831916425319e-8,3.1643338411225314e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.0,0.6,2.0,64.56140865229342,64.56140896140639,-3.0911296278191003e-7,5.478926678287779e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.02,0.6,2.0,66.55242669280709,66.55242696831431,-2.755072188165286e-7,5.08727666654715e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.05,0.6,2.0,69.52442147362589,69.52442169789427,-2.2426837631428498e-7,4.42171888745773e-5
r=0 put,put,100.0,142.85714285714286,0.0,0.08,0.6,2.0,72.47097033654775,72.47097050966374,-1.7311599265212863e-7,3.6627094438038254e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.0,0.15,0.0821917808219178,17.647145540255615,17.647145539954593,3.0102143000476644e-10,NaN
r=0 put,put,100.0,117.64705882352942,0.0,0.02,0.15,0.0821917808219178,17.811381007784313,17.811381007504238,2.800746301545587e-10,NaN
r=0 put,put,100.0,117.64705882352942,0.0,0.05,0.15,0.0821917808219178,18.057231966755204,18.057231966529216,2.2598811710849986e-10,NaN
r=0 put,put,100.0,117.64705882352942,0.0,0.08,0.15,0.0821917808219178,18.302480826272753,18.302480826095405,1.773479141320422e-10,NaN
r=0 put,put,100.0,117.64705882352942,0.0,0.0,0.3,0.0821917808219178,17.752927962973562,17.752927936223443,2.6750118564677905e-8,0.000128662189360659
r=0 put,put,100.0,117.64705882352942,0.0,0.02,0.3,0.0821917808219178,17.91196676777004,17.911966741307083,2.646295627073414e-8,0.00013209444235851272
r=0 put,put,100.0,117.64705882352942,0.0,0.05,0.3,0.0821917808219178,18.150444018923814,18.150443992920202,2.6003611708347307e-8,0.00013732789470719464
r=0 put,put,100.0,117.64705882352942,0.0,0.08,0.3,0.0821917808219178,18.38880038173599,18.38880035625671,2.5479280907347857e-8,0.00014247809970334744
r=0 put,put,100.0,117.64705882352942,0.0,0.0,0.6,0.0821917808219178,19.367970141552654,19.367970136143754,5.408899994563399e-9,6.8380939124734564e-6
r=0 put,put,100.0,117.64705882352942,0.0,0.02,0.6,0.0821917808219178,19.500368592346625,19.500368585657043,6.689582221497403e-9,8.541282006008076e-6
r=0 put,put,100.0,117.64705882352942,0.0,0.05,0.6,0.0821917808219178,19.699361087703085,19.699361079110375,8.592710543098292e-9,1.1137187898030748e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.08,0.6,0.0821917808219178,19.898813553467853,19.89881354304788,1.0419974216802075e-8,1.371268648930341e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.0,0.15,0.2493150684931507,17.690269270624118,17.690269251955627,1.8668490753270817e-8,9.10464881806836e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.02,0.15,0.2493150684931507,18.180106868276997,18.180106850992388,1.7284609299395015e-8,9.785826379146564e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.05,0.15,0.2493150684931507,18.912443564468916,18.912443549298345,1.5170570577538456e-8,0.0001083240734735226
r=0 put,put,100.0,117.64705882352942,0.0,0.08,0.15,0.2493150684931507,19.64141809730185,19.641418084141378,1.3160473599782563e-8,0.00011970457836923516
r=0 put,put,100.0,117.64705882352942,0.0,0.0,0.3,0.2493150684931507,18.793439059416784,18.793439039406223,2.0010560319860815e-8,1.673048658325922e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.02,0.3,0.2493150684931507,19.215077319976217,19.21507729678497,2.3191248033072043e-8,2.0164223459019713e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.05,0.3,0.2493150684931507,19.85070355000132,19.850703522424794,2.7576525951644726e-8,2.548069816538337e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.08,0.3,0.2493150684931507,20.489658432094323,20.48965840054423,3.1550094092835934e-8,3.105772064087663e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.0,0.6,0.2493150684931507,23.623758868840273,23.623758958652616,-8.981234245197811e-8,4.870068888939163e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.02,0.6,0.2493150684931507,23.94993965569052,23.949939741321813,-8.563129227923127e-8,4.6978123445287734e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.05,0.6,0.2493150684931507,24.441821868137083,24.441821947474324,-7.933724077702209e-8,4.4316143810545524e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.08,0.6,0.2493150684931507,24.93670865093513,24.936708723892522,-7.295739123946987e-8,4.1518969091581604e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.0,0.15,1.0,18.798368428401666,18.79836840852323,1.9878434898146224e-8,8.285311288317488e-6
r=0 put,put,100.0,117.64705882352942,0.0,0.02,0.15,1.0,20.498536011661155,20.49853598016935,3.1491804719507854e-8,1.5454902329909574e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.05,0.15,1.0,23.083663578626116,23.083663535767514,4.2858602000706014e-8,2.778409836941325e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.08,0.15,1.0,25.683870475278738,25.683870428192918,4.708581968770886e-8,4.196718252448553e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.0,0.3,1.0,23.63895047586183,23.638950565949443,-9.008761381323893e-8,2.4382416279177522e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.02,0.3,1.0,24.954818908291195,24.954818981515942,-7.322474715465432e-8,2.079994878002289e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.05,0.3,1.0,26.96601035133464,26.96601039885421,-4.7519570500753616e-8,1.4634743073728294e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.08,0.3,1.0,29.0136849566448,29.013684978995826,-2.2351027695322045e-8,7.538088782126089e-6
r=0 put,put,100.0,117.64705882352942,0.0,0.0,0.6,1.0,35.39208554723939,35.39208581549521,-2.6825581755929306e-7,6.72703070253563e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.02,0.6,1.0,36.37225916309332,36.37225941913988,-2.5604656173072726e-7,6.547848153100485e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.05,0.6,1.0,37.85431347298169,37.854313709413084,-2.3643139712703487e-7,6.23946948785581e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.08,0.6,1.0,39.348550386446114,39.34855060199083,-2.1554471629769978e-7,5.8847565357321736e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.0,0.15,2.0,20.572317807328044,20.572317831890302,-2.456225800528955e-8,5.4131304171145235e-6
r=0 put,put,100.0,117.64705882352942,0.0,0.02,0.15,2.0,23.607814074817473,23.607814066568935,8.248537852750815e-9,2.181235646559448e-6
r=0 put,put,100.0,117.64705882352942,0.0,0.05,0.15,2.0,28.295317075057184,28.295317030125403,4.493178096254269e-8,1.6693612682106147e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.08,0.15,2.0,33.024394933969845,33.02439487214956,6.18202875557472e-8,3.49576608336906e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.0,0.3,2.0,28.4072487433193,28.40724891513142,-1.718121183102994e-7,3.0901036101257306e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.02,0.3,2.0,30.70560932243037,30.70560946429334,-1.4186296937168663e-7,2.7107474973226247e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.05,0.3,2.0,34.23709144672469,34.23709154002177,-9.329708205996212e-8,1.9850775497339137e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.08,0.3,2.0,37.836316421962934,37.83631646632881,-4.4365876306073915e-8,1.0723431143773502e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.0,0.6,2.0,45.19981326424127,45.19981363706599,-3.7282472220567797e-7,6.789556575207826e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.02,0.6,2.0,46.835311482647555,46.83531183430114,-3.516535826975087e-7,6.599960933236155e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.05,0.6,2.0,49.298103380007696,49.298103696300814,-3.162931179190309e-7,6.236774416567312e-5
r=0 put,put,100.0,117.64705882352942,0.0,0.08,0.6,2.0,51.76507506411443,51.765075341767385,-2.776529584025411e-7,5.78080135932194e-5
r=0 put,put,100.0,100.0,0.0,0.0,0.15,0.0821917808219178,1.71546574761232,1.7154657696000655,-2.198774540218551e-8,1.9229005872029183e-5
r=0 put,put,100.0,100.0,0.0,0.02,0.15,0.0821917808219178,1.797433130281581,1.7974331522027711,-2.192119019639449e-8,1.920058716077348e-5
r=0 put,put,100.0,100.0,0.0,0.05,0.15,0.0821917808219178,1.9248158165878422,1.9248158381997058,-2.1611863632031714e-8,1.902583897359404e-5
r=0 put,put,100.0,100.0,0.0,0.08,0.15,0.0821917808219178,2.057478181752653,2.0574782028119074,-2.1059254340372036e-8,1.869492055976671e-5
r=0 put,put,100.0,100.0,0.0,0.0,0.3,0.0821917808219178,3.4301385999444376,3.4301386438779957,-4.393355812482014e-8,3.844799441535393e-5
r=0 put,put,100.0,100.0,0.0,0.02,0.3,0.0821917808219178,3.510071476686915,3.510071520547079,-4.386016394519743e-8,3.842234267244566e-5
r=0 put,put,100.0,100.0,0.0,0.05,0.3,0.0821917808219178,3.6320671407813636,3.6320671844517847,-4.367042105712926e-8,3.834006526869736e-5
r=0 put,put,100.0,100.0,0.0,0.08,0.3,0.0821917808219178,3.756567275579485,3.756567318930273,-4.335078784833968e-8,3.817431879035622e-5
r=0 put,put,100.0,100.0,0.0,0.0,0.6,0.0821917808219178,6.8539406308326765,6.853940718253547,-8.742087054258718e-8,7.67179802406999e-5
r=0 put,put,100.0,100.0,0.0,0.02,0.6,0.0821917808219178,6.930748081096919,6.930748168437475,-8.734055612080738e-8,7.671402535484202e-5
r=0 put,put,100.0,100.0,0.0,0.05,0.6,0.0821917808219178,7.046891019851785,7.046891106997144,-8.714535937315304e-8,7.665537760435817e-5
r=0 put,put,100.0,100.0,0.0,0.08,0.6,0.0821917808219178,7.164147771823017,7.164147858744805,-8.692178798952455e-8,7.65871299907511e-5
r=0 put,put,100.0,100.0,0.0,0.0,0.15,0.2493150684931507,2.9872672925843795,2.9872673308551683,-3.827078876028622e-8,1.9225941213950335e-5
r=0 put,put,100.0,100.0,0.0,0.02,0.15,0.2493150684931507,3.23513082317975,3.2351308610625438,-3.788279379079995e-8,1.9120859629526812e-5
r=0 put,put,100.0,100.0,0.0,0.05,0.15,0.2493150684931507,3.6291878469331613,3.629187883172875,-3.623971389643543e-8,1.8574930753908135e-5
r=0 put,put,100.0,100.0,0.0,0.08,0.15,0.2493150684931507,4.0493610002729366,4.0493610336805475,-3.340761089987154e-8,1.756288824744101e-5
r=0 put,put,100.0,100.0,0.0,0.0,0.3,0.2493150684931507,5.970348675011997,5.970348751257191,-7.624519415827535e-8,3.838364833643897e-5
r=0 put,put,100.0,100.0,0.0,0.02,0.3,0.2493150684931507,6.2074883346449,6.207488410559634,-7.591473405454963e-8,3.833391956438604e-5
r=0 put,put,100.0,100.0,0.0,0.05,0.3,0.2493150684931507,6.57328107577896,6.573281150664094,-7.488513453779433e-8,3.806625310282262e-5
r=0 put,put,100.0,100.0,0.0,0.08,0.3,0.2493150684931507,6.951003979102654,6.951004052300782,-7.319812755923749e-8,3.7550404018037136e-5
r=0 put,put,100.0,100.0,0.0,0.0,0.6,0.2493150684931507,11.907315475455125,11.907315625640912,-1.501857873620338e-7,7.624597688449815e-5
r=0 put,put,100.0,100.0,0.0,0.02,0.6,0.2493150684931507,12.12803000593753,12.12803015568121,-1.4974367879005968e-7,7.622185443902598e-5
r=0 put,put,100.0,100.0,0.0,0.05,0.6,0.2493150684931507,12.463144225130904,12.463144373936643,-1.4880573928621743e-7,7.608352789230094e-5
r=0 put,put,100.0,100.0,0.0,0.08,0.6,0.2493150684931507,12.803047886242304,12.803048033789928,-1.4754762389657117e-7,7.582524434458048e-5
r=0 put,put,100.0,100.0,0.0,0.0,0.15,1.0,5.978528734231437,5.978528810578943,-7.634750609497587e-8,1.919138167618277e-5
