model,t,boundary
cash jump,0.06691977493886067,NaN
cash jump,0.06723102970601817,NaN
cash jump,0.06754228447317566,NaN
cash jump,0.06785353924033315,NaN
cash jump,0.06816479400749065,NaN
cash jump,0.06847604877464813,NaN
cash jump,0.06878730354180562,NaN
cash jump,0.06909855830896312,NaN
cash jump,0.06940981307612061,NaN
cash jump,0.0697210678432781,NaN
cash jump,0.07003232261043559,NaN
cash jump,0.07034357737759309,NaN
cash jump,0.07065483214475057,NaN
cash jump,0.07096608691190806,NaN
cash jump,0.07127734167906556,NaN
cash jump,0.07158859644622305,NaN
cash jump,0.07189985121338054,NaN
cash jump,0.07221110598053804,NaN
cash jump,0.07252236074769552,NaN
cash jump,0.07283361551485301,NaN
cash jump,0.07314487028201051,NaN
cash jump,0.073456125049168,NaN
cash jump,0.07376737981632549,NaN
cash jump,0.07407863458348297,NaN
cash jump,0.07438988935064048,NaN
cash jump,0.07470114411779796,NaN
cash jump,0.07501239888495545,NaN
cash jump,0.07532365365211295,NaN
cash jump,0.07563490841927044,NaN
cash jump,0.07594616318642793,NaN
cash jump,0.07625741795358543,NaN
cash jump,0.07656867272074291,NaN
cash jump,0.0768799274879004,NaN
cash jump,0.0771911822550579,NaN
cash jump,0.07750243702221539,NaN
cash jump,0.07781369178937288,NaN
cash jump,0.07812494655653036,NaN
cash jump,0.07843620132368787,NaN
cash jump,0.07874745609084535,NaN
cash jump,0.07905871085800284,NaN
cash jump,0.07936996562516034,NaN
cash jump,0.07968122039231783,NaN
cash jump,0.07999247515947532,NaN
cash jump,0.08030372992663282,NaN
cash jump,0.0806149846937903,NaN
cash jump,0.08092623946094779,NaN
cash jump,0.08123749422810529,NaN
cash jump,0.08154874899526278,NaN
cash jump,0.08186000376242027,NaN
cash jump,0.08217125852957775,NaN
cash jump,0.08248251329673525,NaN
cash jump,0.08279376806389274,NaN
cash jump,0.08310502283105023,NaN
cash jump,0.08341627759820773,NaN
cash jump,0.08372753236536522,NaN
cash jump,0.0840387871325227,NaN
cash jump,0.0843500418996802,NaN
cash jump,0.0846612966668377,NaN
cash jump,0.08497255143399518,NaN
cash jump,0.08528380620115268,NaN
cash jump,0.08559506096831017,NaN
cash jump,0.08590631573546766,NaN
cash jump,0.08621757050262514,NaN
cash jump,0.08652882526978264,NaN
cash jump,0.08684008003694013,NaN
cash jump,0.08715133480409762,NaN
cash jump,0.08746258957125512,NaN
cash jump,0.08777384433841261,NaN
cash jump,0.0880850991055701,NaN
cash jump,0.0883963538727276,NaN
cash jump,0.08870760863988508,NaN
cash jump,0.08901886340704257,NaN
cash jump,0.08933011817420007,NaN
cash jump,0.08964137294135756,NaN
cash jump,0.08995262770851505,NaN
cash jump,0.09026388247567253,NaN
cash jump,0.09057513724283003,NaN
cash jump,0.09088639200998752,NaN
cash jump,0.09119764677714501,NaN
cash jump,0.09150890154430251,NaN
cash jump,0.09182015631146,NaN
cash jump,0.09213141107861748,NaN
cash jump,0.09244266584577499,NaN
cash jump,0.09275392061293247,NaN
cash jump,0.09306517538008996,NaN
cash jump,0.09337643014724746,NaN
cash jump,0.09368768491440495,NaN
cash jump,0.09399893968156244,NaN
cash jump,0.09431019444871994,NaN
cash jump,0.09462144921587742,NaN
cash jump,0.09493270398303491,NaN
cash jump,0.0952439587501924,NaN
cash jump,0.0955552135173499,NaN
cash jump,0.09586646828450739,NaN
cash jump,0.09617772305166487,NaN
cash jump,0.09648897781882237,NaN
cash jump,0.09680023258597986,NaN
cash jump,0.09711148735313735,NaN
cash jump,0.09742274212029485,NaN
cash jump,0.09773399688745234,NaN
cash jump,0.09804525165460982,NaN
cash jump,0.09835650642176733,NaN
cash jump,0.09866776118892481,NaN
cash jump,0.0989790159560823,NaN
cash jump,0.09929027072323979,NaN
cash jump,0.09960152549039729,NaN
cash jump,0.09991278025755478,NaN
cash jump,0.10022403502471226,NaN
cash jump,0.10053528979186976,NaN
cash jump,0.10084654455902725,NaN
cash jump,0.10115779932618474,NaN
cash jump,0.10146905409334224,NaN
cash jump,0.10178030886049973,NaN
cash jump,0.10209156362765721,NaN
cash jump,0.10240281839481472,NaN
cash jump,0.1027140731619722,NaN
cash jump,0.10302532792912969,NaN
cash jump,0.10333658269628718,NaN
cash jump,0.10364783746344468,NaN
cash jump,0.10395909223060217,NaN
cash jump,0.10427034699775965,NaN
cash jump,0.10458160176491715,NaN
cash jump,0.10489285653207464,NaN
cash jump,0.10520411129923213,NaN
cash jump,0.10551536606638963,NaN
cash jump,0.10582662083354712,NaN
cash jump,0.1061378756007046,NaN
cash jump,0.1064491303678621,NaN
cash jump,0.10676038513501959,NaN
cash jump,0.10707163990217708,NaN
cash jump,0.10738289466933457,NaN
cash jump,0.10769414943649207,NaN
cash jump,0.10800540420364955,NaN
cash jump,0.10831665897080704,NaN
cash jump,0.10862791373796454,NaN
cash jump,0.10893916850512203,NaN
cash jump,0.10925042327227952,NaN
cash jump,0.10956167803943702,103.22600822348211
cash jump,0.1098729328065945,NaN
cash jump,0.110184187573752,NaN
cash jump,0.1104954423409095,NaN
cash jump,0.11080669710806698,NaN
cash jump,0.11111795187522447,NaN
cash jump,0.11142920664238196,NaN
cash jump,0.11174046140953946,NaN
cash jump,0.11205171617669694,NaN
cash jump,0.11236297094385443,NaN
cash jump,0.11267422571101193,NaN
cash jump,0.11298548047816942,NaN
cash jump,0.11329673524532691,NaN
cash jump,0.11360799001248441,NaN
cash jump,0.1139192447796419,NaN
cash jump,0.11423049954679938,NaN
cash jump,0.11454175431395688,NaN
cash jump,0.11485300908111437,NaN
cash jump,0.11516426384827186,NaN
cash jump,0.11547551861542935,NaN
cash jump,0.11578677338258685,NaN
cash jump,0.11609802814974433,NaN
cash jump,0.11640928291690182,NaN
cash jump,0.11672053768405932,NaN
cash jump,0.11703179245121681,NaN
cash jump,0.1173430472183743,NaN
cash jump,0.1176543019855318,NaN
cash jump,0.11796555675268929,NaN
cash jump,0.11827681151984677,NaN
cash jump,0.11858806628700427,NaN
cash jump,0.11889932105416176,NaN
cash jump,0.11921057582131925,NaN
cash jump,0.11952183058847674,NaN
cash jump,0.11983308535563424,NaN
cash jump,0.12014434012279172,NaN
cash jump,0.12045559488994921,NaN
cash jump,0.12076684965710671,NaN
cash jump,0.1210781044242642,NaN
cash jump,0.12138935919142169,NaN
cash jump,0.12170061395857919,NaN
cash jump,0.12201186872573667,NaN
cash jump,0.12232312349289416,NaN
cash jump,0.12263437826005166,NaN
cash jump,0.12294563302720915,NaN
cash jump,0.12325688779436664,NaN
cash jump,0.12356814256152414,NaN
cash jump,0.12387939732868163,NaN
cash jump,0.12419065209583911,NaN
cash jump,0.1245019068629966,NaN
cash jump,0.1248131616301541,NaN
cash jump,0.1251244163973116,NaN
cash jump,0.12543567116446908,NaN
cash jump,0.12574692593162656,NaN
cash jump,0.12605818069878405,NaN
cash jump,0.12636943546594157,NaN
cash jump,0.12668069023309905,NaN
cash jump,0.12699194500025654,NaN
cash jump,0.12730319976741403,NaN
cash jump,0.12761445453457151,NaN
cash jump,0.127925709301729,NaN
cash jump,0.12823696406888652,NaN
cash jump,0.128548218836044,NaN
cash jump,0.1288594736032015,NaN
cash jump,0.12917072837035898,NaN
cash jump,0.12948198313751647,NaN
cash jump,0.12979323790467395,NaN
cash jump,0.13010449267183144,NaN
cash jump,0.13041574743898895,NaN
cash jump,0.13072700220614644,NaN
cash jump,0.13103825697330393,NaN
cash jump,0.13134951174046142,NaN
cash jump,0.1316607665076189,NaN
cash jump,0.1319720212747764,NaN
cash jump,0.1322832760419339,NaN
cash jump,0.1325945308090914,NaN
cash jump,0.13290578557624888,NaN
cash jump,0.13321704034340637,NaN
cash jump,0.13352829511056385,NaN
cash jump,0.13383954987772134,NaN
cash jump,0.13415080464487886,NaN
cash jump,0.13446205941203634,NaN
cash jump,0.13477331417919383,NaN
cash jump,0.13508456894635132,NaN
cash jump,0.1353958237135088,NaN
cash jump,0.1357070784806663,NaN
cash jump,0.13601833324782378,NaN
cash jump,0.1363295880149813,NaN
cash jump,0.13664084278213878,NaN
cash jump,0.13695209754929627,NaN
cash jump,0.13726335231645376,NaN
cash jump,0.13757460708361124,NaN
cash jump,0.13788586185076873,NaN
cash jump,0.13819711661792625,NaN
cash jump,0.13850837138508373,NaN
cash jump,0.13881962615224122,NaN
cash jump,0.1391308809193987,NaN
cash jump,0.1394421356865562,NaN
cash jump,0.13975339045371368,NaN
cash jump,0.14006464522087117,NaN
cash jump,0.14037589998802869,NaN
cash jump,0.14068715475518617,NaN
cash jump,0.14099840952234366,NaN
cash jump,0.14130966428950115,NaN
cash jump,0.14162091905665863,NaN
cash jump,0.14193217382381612,NaN
cash jump,0.14224342859097364,NaN
cash jump,0.14255468335813112,NaN
cash jump,0.1428659381252886,NaN
cash jump,0.1431771928924461,NaN
cash jump,0.14348844765960359,NaN
cash jump,0.14379970242676107,NaN
cash jump,0.14411095719391856,NaN
cash jump,0.14442221196107607,NaN
cash jump,0.14473346672823356,NaN
cash jump,0.14504472149539105,NaN
cash jump,0.14535597626254854,NaN
cash jump,0.14566723102970602,NaN
cash jump,0.1459784857968635,NaN
cash jump,0.14628974056402103,NaN
cash jump,0.1466009953311785,NaN
cash jump,0.146912250098336,NaN
cash jump,0.1472235048654935,NaN
cash jump,0.14753475963265097,NaN
cash jump,0.14784601439980846,NaN
cash jump,0.14815726916696595,NaN
cash jump,0.14846852393412346,NaN
cash jump,0.14877977870128095,NaN
cash jump,0.14909103346843844,NaN
cash jump,0.14940228823559593,NaN
cash jump,0.1497135430027534,NaN
cash jump,0.1500247977699109,NaN
cash jump,0.15033605253706842,NaN
cash jump,0.1506473073042259,NaN
cash jump,0.1509585620713834,NaN
cash jump,0.15126981683854088,NaN
cash jump,0.15158107160569836,NaN
cash jump,0.15189232637285585,NaN
cash jump,0.15220358114001334,NaN
cash jump,0.15251483590717085,NaN
cash jump,0.15282609067432834,NaN
cash jump,0.15313734544148583,NaN
cash jump,0.15344860020864332,NaN
cash jump,0.1537598549758008,NaN
cash jump,0.1540711097429583,NaN
cash jump,0.1543823645101158,NaN
cash jump,0.1546936192772733,NaN
cash jump,0.15500487404443078,NaN
cash jump,0.15531612881158827,NaN
cash jump,0.15562738357874575,NaN
cash jump,0.15593863834590324,NaN
cash jump,0.15624989311306073,NaN
cash jump,0.15656114788021824,NaN
cash jump,0.15687240264737573,NaN
cash jump,0.15718365741453322,NaN
cash jump,0.1574949121816907,NaN
cash jump,0.1578061669488482,NaN
cash jump,0.15811742171600568,NaN
cash jump,0.1584286764831632,NaN
cash jump,0.15873993125032068,NaN
cash jump,0.15905118601747817,NaN
cash jump,0.15936244078463566,NaN
cash jump,0.15967369555179314,NaN
cash jump,0.15998495031895063,NaN
cash jump,0.16029620508610812,NaN
cash jump,0.16060745985326563,NaN
cash jump,0.16091871462042312,NaN
cash jump,0.1612299693875806,NaN
cash jump,0.1615412241547381,NaN
cash jump,0.16185247892189558,NaN
cash jump,0.16216373368905307,NaN
cash jump,0.16247498845621058,NaN
cash jump,0.16278624322336807,NaN
cash jump,0.16309749799052556,NaN
cash jump,0.16340875275768305,NaN
cash jump,0.16372000752484053,NaN
cash jump,0.16403126229199802,NaN
cash jump,0.1643425170591555,NaN
cash jump,0.16465377182631302,NaN
cash jump,0.1649650265934705,NaN
cash jump,0.165276281360628,NaN
cash jump,0.16558753612778548,NaN
cash jump,0.16589879089494297,NaN
cash jump,0.16621004566210046,NaN
cash jump,0.16652130042925797,NaN
cash jump,0.16683255519641546,NaN
cash jump,0.16714380996357295,NaN
cash jump,0.16745506473073044,NaN
cash jump,0.16776631949788792,NaN
cash jump,0.1680775742650454,NaN
cash jump,0.1683888290322029,NaN
cash jump,0.1687000837993604,NaN
cash jump,0.1690113385665179,NaN
cash jump,0.1693225933336754,NaN
cash jump,0.16963384810083287,NaN
cash jump,0.16994510286799036,NaN
cash jump,0.17025635763514785,NaN
cash jump,0.17056761240230536,NaN
cash jump,0.17087886716946285,NaN
cash jump,0.17119012193662034,NaN
cash jump,0.17150137670377782,NaN
cash jump,0.1718126314709353,NaN
cash jump,0.1721238862380928,NaN
cash jump,0.1724351410052503,NaN
cash jump,0.1727463957724078,NaN
cash jump,0.1730576505395653,NaN
cash jump,0.17336890530672278,NaN
cash jump,0.17368016007388026,NaN
cash jump,0.17399141484103775,NaN
cash jump,0.17430266960819524,NaN
cash jump,0.17461392437535275,NaN
cash jump,0.17492517914251024,NaN
cash jump,0.17523643390966773,NaN
cash jump,0.17554768867682521,NaN
cash jump,0.1758589434439827,NaN
cash jump,0.1761701982111402,NaN
cash jump,0.17648145297829768,NaN
cash jump,0.1767927077454552,NaN
cash jump,0.17710396251261268,NaN
cash jump,0.17741521727977017,NaN
cash jump,0.17772647204692765,NaN
cash jump,0.17803772681408514,NaN
cash jump,0.17834898158124263,NaN
cash jump,0.17866023634840014,NaN
cash jump,0.17897149111555763,NaN
cash jump,0.17928274588271512,NaN
cash jump,0.1795940006498726,NaN
cash jump,0.1799052554170301,NaN
cash jump,0.18021651018418758,NaN
cash jump,0.18052776495134507,NaN
cash jump,0.18083901971850258,NaN
cash jump,0.18115027448566007,NaN
cash jump,0.18146152925281755,NaN
cash jump,0.18177278401997504,NaN
cash jump,0.18208403878713253,NaN
cash jump,0.18239529355429002,NaN
cash jump,0.18270654832144753,NaN
cash jump,0.18301780308860502,NaN
cash jump,0.1833290578557625,NaN
cash jump,0.18364031262292,NaN
cash jump,0.18395156739007748,NaN
cash jump,0.18426282215723497,NaN
cash jump,0.18457407692439246,NaN
cash jump,0.18488533169154997,NaN
cash jump,0.18519658645870746,NaN
cash jump,0.18550784122586494,NaN
cash jump,0.18581909599302243,NaN
cash jump,0.18613035076017992,NaN
cash jump,0.1864416055273374,NaN
cash jump,0.18675286029449492,NaN
cash jump,0.1870641150616524,NaN
cash jump,0.1873753698288099,NaN
cash jump,0.18768662459596738,NaN
cash jump,0.18799787936312487,NaN
cash jump,0.18830913413028236,NaN
cash jump,0.18862038889743987,NaN
cash jump,0.18893164366459736,NaN
cash jump,0.18924289843175485,NaN
cash jump,0.18955415319891233,NaN
cash jump,0.18986540796606982,NaN
cash jump,0.1901766627332273,NaN
cash jump,0.1904879175003848,NaN
cash jump,0.1907991722675423,NaN
cash jump,0.1911104270346998,NaN
cash jump,0.19142168180185729,NaN
cash jump,0.19173293656901477,NaN
cash jump,0.19204419133617226,NaN
cash jump,0.19235544610332975,NaN
cash jump,0.19266670087048726,NaN
cash jump,0.19297795563764475,NaN
cash jump,0.19328921040480224,NaN
cash jump,0.19360046517195972,NaN
cash jump,0.1939117199391172,NaN
cash jump,0.1942229747062747,NaN
cash jump,0.19453422947343219,NaN
cash jump,0.1948454842405897,NaN
cash jump,0.1951567390077472,NaN
cash jump,0.19546799377490467,NaN
cash jump,0.19577924854206216,NaN
cash jump,0.19609050330921965,NaN
cash jump,0.19640175807637714,NaN
cash jump,0.19671301284353465,NaN
cash jump,0.19702426761069214,NaN
cash jump,0.19733552237784963,NaN
cash jump,0.1976467771450071,NaN
cash jump,0.1979580319121646,NaN
cash jump,0.1982692866793221,NaN
cash jump,0.19858054144647957,NaN
cash jump,0.1988917962136371,NaN
cash jump,0.19920305098079458,NaN
cash jump,0.19951430574795206,NaN
cash jump,0.19982556051510955,NaN
cash jump,0.20013681528226704,NaN
cash jump,0.20044807004942453,NaN
cash jump,0.20075932481658204,NaN
cash jump,0.20107057958373953,NaN
cash jump,0.20138183435089702,NaN
cash jump,0.2016930891180545,NaN
cash jump,0.202004343885212,NaN
cash jump,0.20231559865236948,NaN
cash jump,0.20262685341952696,NaN
cash jump,0.20293810818668448,NaN
cash jump,0.20324936295384197,NaN
cash jump,0.20356061772099945,NaN
cash jump,0.20387187248815694,NaN
cash jump,0.20418312725531443,NaN
cash jump,0.20449438202247192,NaN
cash jump,0.20480563678962943,NaN
cash jump,0.20511689155678692,NaN
cash jump,0.2054281463239444,NaN
cash jump,0.2057394010911019,NaN
cash jump,0.20605065585825938,NaN
cash jump,0.20636191062541687,NaN
cash jump,0.20667316539257435,NaN
cash jump,0.20698442015973187,NaN
cash jump,0.20729567492688936,NaN
cash jump,0.20760692969404684,NaN
cash jump,0.20791818446120433,NaN
cash jump,0.20822943922836182,NaN
cash jump,0.2085406939955193,NaN
cash jump,0.20885194876267682,NaN
cash jump,0.2091632035298343,NaN
cash jump,0.2094744582969918,NaN
cash jump,0.20978571306414928,NaN
cash jump,0.21009696783130677,NaN
cash jump,0.21040822259846426,NaN
cash jump,0.21071947736562174,NaN
cash jump,0.21103073213277926,NaN
cash jump,0.21134198689993675,NaN
cash jump,0.21165324166709423,NaN
cash jump,0.21196449643425172,NaN
cash jump,0.2122757512014092,NaN
cash jump,0.2125870059685667,NaN
cash jump,0.2128982607357242,NaN
cash jump,0.2132095155028817,NaN
cash jump,0.21352077027003918,NaN
cash jump,0.21383202503719667,NaN
cash jump,0.21414327980435416,NaN
cash jump,0.21445453457151165,NaN
cash jump,0.21476578933866913,NaN
cash jump,0.21507704410582665,NaN
cash jump,0.21538829887298414,NaN
cash jump,0.21569955364014162,NaN
cash jump,0.2160108084072991,NaN
cash jump,0.2163220631744566,NaN
cash jump,0.21663331794161408,NaN
cash jump,0.2169445727087716,NaN
cash jump,0.2172558274759291,NaN
cash jump,0.21756708224308657,NaN
cash jump,0.21787833701024406,NaN
cash jump,0.21818959177740155,NaN
cash jump,0.21850084654455904,NaN
cash jump,0.21881210131171652,NaN
cash jump,0.21912335607887404,NaN
cash jump,0.21943461084603152,NaN
cash jump,0.219745865613189,NaN
cash jump,0.2200571203803465,NaN
cash jump,0.220368375147504,NaN
cash jump,0.22067962991466147,NaN
cash jump,0.220990884681819,NaN
cash jump,0.22130213944897648,NaN
cash jump,0.22161339421613396,NaN
cash jump,0.22192464898329145,NaN
cash jump,0.22223590375044894,NaN
cash jump,0.22254715851760642,NaN
cash jump,0.2228584132847639,NaN
cash jump,0.22316966805192143,NaN
cash jump,0.22348092281907891,NaN
cash jump,0.2237921775862364,NaN
cash jump,0.2241034323533939,NaN
cash jump,0.22441468712055138,NaN
cash jump,0.22472594188770886,NaN
cash jump,0.22503719665486638,NaN
cash jump,0.22534845142202387,NaN
cash jump,0.22565970618918135,NaN
cash jump,0.22597096095633884,NaN
cash jump,0.22628221572349633,NaN
cash jump,0.22659347049065381,NaN
cash jump,0.2269047252578113,NaN
cash jump,0.22721598002496882,NaN
cash jump,0.2275272347921263,NaN
cash jump,0.2278384895592838,NaN
cash jump,0.22814974432644128,NaN
cash jump,0.22846099909359877,NaN
cash jump,0.22877225386075625,NaN
cash jump,0.22908350862791377,NaN
cash jump,0.22939476339507126,NaN
cash jump,0.22970601816222874,NaN
cash jump,0.23001727292938623,NaN
cash jump,0.23032852769654372,NaN
cash jump,0.2306397824637012,NaN
cash jump,0.2309510372308587,NaN
cash jump,0.2312622919980162,NaN
cash jump,0.2315735467651737,NaN
cash jump,0.23188480153233118,NaN
cash jump,0.23219605629948867,NaN
cash jump,0.23250731106664616,NaN
cash jump,0.23281856583380364,NaN
cash jump,0.23312982060096116,NaN
cash jump,0.23344107536811864,NaN
cash jump,0.23375233013527613,NaN
cash jump,0.23406358490243362,NaN
cash jump,0.2343748396695911,NaN
cash jump,0.2346860944367486,NaN
cash jump,0.23499734920390608,NaN
cash jump,0.2353086039710636,NaN
cash jump,0.23561985873822108,NaN
cash jump,0.23593111350537857,NaN
cash jump,0.23624236827253606,NaN
cash jump,0.23655362303969354,NaN
cash jump,0.23686487780685103,NaN
cash jump,0.23717613257400855,NaN
cash jump,0.23748738734116603,NaN
cash jump,0.23779864210832352,NaN
cash jump,0.238109896875481,NaN
cash jump,0.2384211516426385,NaN
cash jump,0.23873240640979598,NaN
cash jump,0.23904366117695347,NaN
cash jump,0.23935491594411099,NaN
cash jump,0.23966617071126847,NaN
cash jump,0.23997742547842596,NaN
cash jump,0.24028868024558345,NaN
cash jump,0.24059993501274093,NaN
cash jump,0.24091118977989842,NaN
cash jump,0.24122244454705594,NaN
cash jump,0.24153369931421342,NaN
